[Tue Oct 02 19:59:23.898225 2018] [php7:error] [pid 14761] [client 127.0.0.1:48288] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 19:59:25.232279 2018] [php7:error] [pid 14762] [client 127.0.0.1:48292] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:06:35.589394 2018] [php7:error] [pid 11631] [client 127.0.0.1:51990] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.193606 2018] [php7:error] [pid 11635] [client 127.0.0.1:51996] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.703763 2018] [php7:error] [pid 11634] [client 127.0.0.1:51998] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.885450 2018] [php7:error] [pid 11631] [client 127.0.0.1:52000] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:29.616453 2018] [php7:error] [pid 11780] [client 127.0.0.1:52002] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:38:25.495497 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52272] PHP Notice:  Undefined variable: adminController in /home/adam/git/oop/src/Site/Routing/Routes.php on line 12
[Tue Oct 02 23:14:05.924771 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52604] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:05.924824 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52604] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:05.924838 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52604] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:05.942615 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52604] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:05.942649 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52604] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:05.942662 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52604] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:34.917183 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:34.917228 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:34.917259 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:34.940621 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:34.940662 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:34.940676 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:35.638173 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:35.638219 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:35.638238 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:35.658714 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:35.658757 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:35.658770 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.228484 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.228523 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.228537 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.245509 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.245540 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.245552 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.457661 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.457692 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.457705 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:36.482099 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.482145 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:36.482175 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:37.748698 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:37.748746 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:37.748759 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:37.771987 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52610] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:37.772030 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:37.772044 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52610] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.766195 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52616] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:53.766236 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52616] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23
[Tue Oct 02 23:14:53.766252 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:53.766263 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23
[Tue Oct 02 23:14:53.766274 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:14:53.766287 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23
[Tue Oct 02 23:14:53.789075 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52616] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.789104 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52616] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.789119 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.789130 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.789142 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:14:53.789154 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52616] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 23, referer: http://oop.local/admin
[Tue Oct 02 23:15:43.436677 2018] [php7:notice] [pid 11631] [client 127.0.0.1:52626] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:15:43.436735 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52626] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:15:43.436749 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52626] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:15:43.458550 2018] [php7:notice] [pid 11631] [client 127.0.0.1:52626] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:15:43.458611 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52626] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:15:43.458625 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52626] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:14.612563 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52634] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:14.612606 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52634] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:14.631808 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52634] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:14.631851 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52634] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:27.293376 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:27.293408 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:27.315561 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:27.315593 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:27.764541 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:27.764588 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:27.782955 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:27.782992 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:28.375522 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:28.375570 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:28.393675 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:28.393712 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:28.828069 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:28.828140 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:28.848385 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:28.848425 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:29.635344 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:29.635383 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:16:29.658252 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52640] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:16:29.658292 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52640] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:18:29.502317 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52652] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:18:29.502368 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52652] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:18:29.520955 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52652] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:18:29.521000 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52652] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:35:42.613786 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52824] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:42.694738 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52824] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:42.814972 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52824] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:54.410609 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52832] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:55.087561 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52832] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:55.329286 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52832] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:35:56.537702 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52832] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:36:48.912734 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52910] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:36:48.960753 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52910] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:37:10.534210 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:37:10.550966 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:37:11.264608 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:37:11.282534 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:37:11.452902 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:37:11.471722 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52918] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:37:51.031556 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52930] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:37:51.052705 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52930] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:38:05.710114 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52936] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:38:05.710156 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52936] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:38:05.732000 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52936] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:38:05.732051 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52936] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:38:42.076403 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52944] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:38:42.101427 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52944] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:39:49.396691 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52956] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:39:49.396732 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52956] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
